Báculo Mago Agite
Vara Druida Agite
Sable Druida Agite
Espadita Bardo Agite
Empuñadura Bardo Agite
Espada Clero Agite
Empuñadura Ase Agite
Espada Pala Agite
Espada Caza Agite
Manopla Guerre Agite
Espada Guerre Agite
Arco Caza Agite
Arco Guerre Agite
Daga Comun Newbie
Báculo Mago Torneo
Vara Druida Torneo
Sable Druida Torneo
Espadita Bardo Torneo
Empuñadura Bardo Torneo
Espada Clero Torneo
Empuñadura Ase Torneo
Espada Pala Torneo
Espada Caza Torneo
Manopla Guerre Torneo
Espada Guerre Torneo
Arco Caza Torneo
Arco Guerre Torneo
Báculo pt1
Daga pt1
Espada liviana pt1
Espada pesada pt1
Arco pt1
Báculo pt2
Daga pt2
Espada liviana pt2
Espada pesada pt2
Arco pt2
Espada Mata Bestias
Tunica Mago Agite
Tunica Druida Agite
Armadura Bardo Agite
Armadura Clero Agite
Armadura Ase Agite
Armadura Pala Agite
Armadura Caza Agite
Armadura Guerre Agite
Vestimenta Común Roja
Vestimenta Común Verde
Tunica Mago Torneo
Tunica Druida Torneo
Armadura Bardo Torneo
Armadura Clero Torneo
Armadura Ase Torneo
Armadura Pala Torneo
Armadura Caza Torneo
Armadura Guerre Torneo
Tunica pt1
Armadura liviana pt1
Armadura pesada pt1
Tunica pt2
Armadura liviana pt2
Armadura pesada pt2
Tunica Alianza 1ra
Tunica Alianza 2da
Tunica Alianza 3ra
Tunica Alianza 4ta
Tunica Alianza 5ta
Armadura Liviana Alianza 1ra
Armadura Liviana Alianza 2da
Armadura Liviana Alianza 3ra
Armadura Liviana Alianza 4ta
Armadura Liviana Alianza 5ta
Armadura Pesada Alianza 1ra
Armadura Pesada Alianza 2da
Armadura Pesada Alianza 3ra
Armadura Pesada Alianza 4ta
Armadura Pesada Alianza 5ta
Tunica Horda 1ra
Tunica Horda 2da
Tunica Horda 3ra
Tunica Horda 4ta
Tunica Horda 5ta
Armadura Liviana Horda 1ra
Armadura Liviana Horda 2da
Armadura Liviana Horda 3ra
Armadura Liviana Horda 4ta
Armadura Liviana Horda 5ta
Armadura Pesada Horda 1ra
Armadura Pesada Horda 2da
Armadura Pesada Horda 3ra
Armadura Pesada Horda 4ta
Armadura Pesada Horda 5ta
Vestimenta Común Roja Newbie
Vestimenta Común Verde Newbie
Vestimenta Común Azul Newbie
Poción Amarilla
Poción Azul
Poción Roja
Poción Verde
Poción Violeta
Poción Amarilla
Poción Azul
Poción Roja
Escudo Tortuga
Escudo Druida Agite
Escudo Bardo Agite
Escudo Clero Agite
Escudo Ase Agite
Escudo Pala Agite
Escudo Caza Agite
Escudo Guerre Agite
Escudo Druida Torneo
Escudo Bardo Torneo
Escudo Clero Torneo
Escudo Ase Torneo
Escudo Pala Torneo
Escudo Caza Torneo
Escudo Guerre Torneo
Escudo liviano pt1
Escudo pesado pt1
Escudo liviano pt2
Escudo pesado pt2
Sombrero Mago Agite
Gorro Druida Agite
Casco Bardo Agite
Casco Clero Agite
Casco Ase Agite
Casco Pala Agite
Casco Caza Agite
Casco Guerre Agite
Corona Mago Torneo
Gorro Druida Torneo
Casco Bardo Torneo
Casco Clero Torneo
Casco Ase Torneo
Casco Pala Torneo
Casco Caza Torneo
Casco Guerre Torneo
Gorro Druida pt1
Casco liviano pt1
Sombrero pt1
Casco pesado pt1
Gorro Druida pt2
Casco liviano pt2
Sombrero pt2
Casco pesado pt2
Anillo +3 Agite
Anillo +2 Agite
Anillo +1 Agite
Anillo +3 Torneo
Anillo +2 Torneo
Anillo +1 Torneo
Anillo +3 pt1
Anillo +2 pt1
Anillo +1 pt1
Anillo +3 pt2
Anillo +2 pt2
Anillo +1 pt2
Copa de Oro
Copa de Plata
Copa de Bronce
Medalla de Oro
Pergamino de la avaricia
RECICLAR
RECICLAR
RECICLAR
RECICLAR
RECICLAR
Cabeza Rey de la Alianza
Cabeza Chief de la Horda
Amuleto de Lider
Acta de Fundacion
Pergamino de Regreso
Mineral de Hierro

Mineral de Oro
Barca
Galera
Galeón
Flecha Agite
Flecha pt1
Flecha Torneo
Flecha Comun
Flecha pt2
Gema Plateada
Gema Azul
Gema Naranja
Gema Celeste
Gema Lila
Gema Roja
Gema Verde
Gema Violeta
Gema Negra
Gema Sagrada
Mapa del Tesoro
Leña
Leña 2
Lingote de hierro
Lingote de plata
Lingote de oro
Piel de lobo
Piel de Oso Pardo
Piel de Oso Polar
Martillo de Herrero
Piquete de Minero
Serrucho
Hacha de Leñador
Caña de Pescador
Red de Pesca
Tijera
Manzana Roja
Banana
Pollo
Pescado
Corvina
Pez Espada
Salmón
Bloque de Marfil
Medalla de Plata
